geneID,GeneName,Chrom,Strand,Start,End,GeneLength,BC_1_fpkm,BC_2_fpkm,BC_3_fpkm,BC_DOX_1_fpkm,BC_DOX_2_fpkm,BC_DOX_3_fpkm,GeneType,GeneDescription
ENSG00000101280,ANGPT4,chr20,-,853296,896977,1922,0.173191097,0.06596427,0,0.290874194,0.396923107,0.497528066,protein_coding,angiopoietin_4
ENSG00000165259,HDX,chrX,-,83572882,83757487,6200,0,0,0,0,0,0,protein_coding,highly_divergent_homeobox
ENSG00000101138,CSTF1,chr20,+,54967427,54979518,2383,20.84823261,23.54243471,21.71170963,16.89145381,17.64122765,18.50109491,protein_coding,cleavage_stimulation_factor_3'_pre-RNA_subunit_1_50kDa
ENSG00000169019,COMMD8,chr4,-,47452885,47465736,1397,29.09960656,30.94711115,30.04790825,30.84102084,31.21329263,30.40628822,protein_coding,COMM_domain_containing_8
ENSG00000240370,RPL13P5,chr12,+,6982553,6993905,1438,0.694450533,0.35266572,0.509148622,0.492449875,0.362986632,0.454989981,pseudogene,ribosomal_protein_L13_pseudogene_5
ENSG00000198643,FAM3D,chr3,-,58619673,58652575,1319,0,0,0,0.084770311,0.060882344,0.07631371,protein_coding,family_with_sequence_similarity_3_member_D
ENSG00000164123,C4orf45,chr4,-,159814286,159959912,1215,0,0,0,0,0.033046836,0.041422956,protein_coding,chromosome_4_open_reading_frame_45
ENSG00000171729,TMEM51,chr1,+,15479028,15546976,1942,11.441448,11.42486205,10.99615951,10.44039647,9.944936529,10.49598412,protein_coding,transmembrane_protein_51
ENSG00000135374,ELF5,chr11,-,34500340,34535352,2450,0.050949993,0.103496593,0.049806511,0,0,0,protein_coding,E74-like_factor_5_(ets_domain_transcription_factor)
ENSG00000136352,NKX2-1,chr14,-,36985602,36990354,2583,0,0,0,0,0,0,protein_coding,NK2_homeobox_1
ENSG00000132872,SYT4,chr18,-,40847843,40857615,4110,0,0,0,0,0,0,protein_coding,synaptotagmin_IV
ENSG00000249403,CTC-281M20.4,chr5,+,174413298,174414053,342,0,0,0,0,0,0,lincRNA,-
ENSG00000249407,IL20RB-AS1,chr3,-,136677967,136701038,562,0,0,0,0.066317936,0.071444672,0,antisense,IL20RB_antisense_RNA_1
ENSG00000162949,CAPN13,chr2,-,30945637,31043408,2683,0.077542231,0.141762944,0.04548116,0.125022781,0.224479534,0.206342829,protein_coding,calpain_13
ENSG00000204237,OXLD1,chr17,-,79632066,79633665,1600,17.65788773,20.95886864,20.82067823,17.14451281,16.43718648,18.08694548,protein_coding,oxidoreductase-like_domain_containing_1
ENSG00000235374,SSR4P1,chr21,-,46491648,46494080,967,1.462990151,0.589994797,0.567856038,1.002107219,0.332177091,0.728649932,pseudogene,signal_sequence_receptor_delta_pseudogene_1
ENSG00000129152,MYOD1,chr11,+,17741115,17743678,1801,0,0,0,0,0.022294229,0,protein_coding,myogenic_differentiation_1
ENSG00000111554,MDM1,chr12,-,68666223,68726161,2918,3.479312989,3.693140075,3.031830566,2.094719508,2.242892619,1.983489566,protein_coding,Mdm1_nuclear_protein_homolog_(mouse)
ENSG00000243547,HNRNPKP4,chr3,+,96068398,96069783,1386,0.060042079,0,0.088041813,0,0,0.036312332,pseudogene,heterogeneous_nuclear_ribonucleoprotein_K_pseudogene_4
ENSG00000164715,LMTK2,chr7,+,97736197,97838945,8946,7.237184734,7.497024328,7.23616902,7.524127893,8.020507025,7.544270495,protein_coding,lemur_tyrosine_kinase_2
ENSG00000132793,LPIN3,chr20,+,39969560,39989222,4363,3.500014236,3.254580002,2.950661939,5.381739266,5.36524436,7.221152015,protein_coding,lipin_3
ENSG00000215553,KRT18P3,chr20,-,22713440,22714727,1288,0,0,0,0,0,0,pseudogene,keratin_18_pseudogene_3
ENSG00000137947,GTF2B,chr1,-,89318615,89357627,1351,27.2261276,30.21778763,28.54196975,33.79465806,34.95088182,33.52775913,protein_coding,general_transcription_factor_IIB
ENSG00000269913,CTC-1337H24.1,chr11,+,67227339,67227784,446,1.399411247,1.137070191,0.820802374,1.337064754,0.990293643,0.789915341,lincRNA,-
ENSG00000140044,JDP2,chr14,+,75894419,75940814,5401,7.534486119,6.478836895,6.710184786,1.973600164,2.200511784,2.06869357,protein_coding,Jun_dimerization_protein_2
ENSG00000123453,SARDH,chr9,-,136528682,136605077,3344,0.012442931,0,0.018245507,0,0.012007149,0,protein_coding,sarcosine_dehydrogenase
ENSG00000235039,MTND6P12,chrX,-,5086959,5087480,522,0,0,0,0,0,0,pseudogene,MT-ND6_pseudogene_12
ENSG00000269246,CTC-246B18.10,chr19,-,39832413,39832585,173,0.481030764,0,0.352676165,0.64631237,0,1.745510697,lincRNA,-
ENSG00000226537,OR7E33P,chr13,+,68485219,68486080,862,0,0,0,0,0,0,pseudogene,olfactory_receptor_family_7_subfamily_E_member_33_pseudogene
ENSG00000106246,PTCD1,chr7,-,99014362,99063820,5582,0.320529188,0.488327036,0.338839533,0.280431487,0.287724156,0.207374509,protein_coding,pentatricopeptide_repeat_domain_1
ENSG00000115286,NDUFS7,chr19,+,1383526,1395583,3743,11.91691709,12.44800225,10.61166115,10.87351926,10.22302066,9.61398814,protein_coding,NADH_dehydrogenase_(ubiquinone)_Fe-S_protein_7_20kDa_(NADH-coenzyme_Q_reductase)
ENSG00000109323,MANBA,chr4,-,103552660,103682151,7429,4.799979949,4.983272485,4.755217847,5.267763364,5.415561948,5.548440214,protein_coding,mannosidase_beta_A_lysosomal
ENSG00000118702,GHRH,chr20,-,35879489,35890238,566,0,0.111999405,0,0,0,0,protein_coding,growth_hormone_releasing_hormone
ENSG00000058404,CAMK2B,chr7,-,44256749,44374176,4447,1.515782346,1.197413921,1.330842977,0.628581291,0.66814505,0.701684571,protein_coding,calcium/calmodulin-dependent_protein_kinase_II_beta
ENSG00000166426,CRABP1,chr15,+,78632666,78640572,772,0,0,0,0,0,0,protein_coding,cellular_retinoic_acid_binding_protein_1
ENSG00000254391,CTC-529G1.1,chr5,+,160112358,160119896,458,0,0,0,0.162754061,0.087667917,0,antisense,-
ENSG00000196126,HLA-DRB1,chr6,-,32546546,32557625,1229,0,0,0,0,0,0,protein_coding,major_histocompatibility_complex_class_II_DR_beta_1
ENSG00000196123,KIAA0895L,chr16,-,67209505,67217943,3550,7.958484611,7.785567646,6.634087021,7.09717738,7.182101478,9.527046553,protein_coding,KIAA0895-like
ENSG00000197658,SLC22A24,chr11,-,62847412,62911693,2098,0,0,0,0,0,0,protein_coding,solute_carrier_family_22_member_24
ENSG00000160216,AGPAT3,chr21,+,45285067,45406417,5767,24.98569877,26.21625051,25.63454864,33.16683369,31.15654221,30.35267653,protein_coding,1-acylglycerol-3-phosphate_O-acyltransferase_3
ENSG00000250874,CTC-480C2.1,chr5,+,84959050,84960502,1453,1.174105715,1.090703083,1.217740067,1.564701639,1.602760181,1.17768914,lincRNA,-
ENSG00000204455,TRIM51BP,chr11,+,89586008,89596058,1452,0,0,0,0,0,0,pseudogene,tripartite_motif-containing_51B_pseudogene
ENSG00000177257,DEFB4B,chr8,-,7272382,7274385,332,0,0,0,0,0,0,protein_coding,defensin_beta_4B
ENSG00000136527,TRA2B,chr3,-,185633694,185655924,4485,48.23322819,51.22215994,52.29295019,29.70020299,29.58797079,29.96168138,protein_coding,transformer_2_beta_homolog_(Drosophila)
ENSG00000172752,COL6A5,chr3,+,130064359,130203688,9226,0.004509989,0,0,0,0,0.005455115,protein_coding,collagen_type_VI_alpha_5
ENSG00000172757,CFL1,chr11,-,65590493,65629497,1752,313.8261726,346.555565,346.4366952,444.3762757,424.2305537,441.3257786,protein_coding,cofilin_1_(non-muscle)
ENSG00000173406,DAB1,chr1,-,57460451,59012406,5298,0.023561246,0,0,0,0,0,protein_coding,Dab_reelin_signal_transducer_homolog_1_(Drosophila)
ENSG00000270021,CTC-203F4.2,chr5,+,134734970,134736986,2017,0.515730802,0.502859004,0.272244317,0.258695846,0.278694439,0.199618807,antisense,-
ENSG00000267220,CTC-260E6.9,chr19,-,20242703,20262717,283,0,0,0,0,0,0,pseudogene,-
ENSG00000234720,ATP5A1P8,chr9,-,41799259,41800556,1298,0,0,0,0,0,0,pseudogene,ATP_synthase_H+_transporting_mitochondrial_F1_complex_alpha_subunit_1_pseudogene_8
ENSG00000170325,PRDM10,chr11,-,129769601,129872730,6322,4.047711809,4.111132854,3.898962749,5.299959087,5.042805012,5.031296993,protein_coding,PR_domain_containing_10
ENSG00000170323,FABP4,chr8,-,82390654,82395498,941,0,0,0,0,0,0,protein_coding,fatty_acid_binding_protein_4_adipocyte
ENSG00000269486,CTC-360G5.9,chr19,-,39425976,39429272,3297,0.037860929,0.038454148,0,0.033913267,0.012178315,0.015265057,lincRNA,-
ENSG00000075790,BCAP29,chr7,+,107220422,107269615,5773,5.290338512,5.029167111,5.47457506,5.862078203,6.05790924,6.172329008,protein_coding,B-cell_receptor-associated_protein_29
ENSG00000169953,HSFY2,chrY,-,20893326,20935621,1476,0,0,0,0,0,0,protein_coding,heat_shock_transcription_factor_Y_linked_2
ENSG00000090104,RGS1,chr1,+,192544857,192549161,2653,0,0,0.02299773,0,0,0,protein_coding,regulator_of_G-protein_signaling_1
ENSG00000250705,CTC-470C15.1,chr5,+,87898598,87898935,338,0,0,0,0,0,0,pseudogene,-
ENSG00000267557,CTC-379B2.4,chr19,+,33157204,33164116,573,0,0,0.106479889,0,0,0,antisense,-
ENSG00000267550,CTC-482H14.5,chr19,+,5178130,5178475,346,0,0,0,0.107718728,0,0,antisense,-
ENSG00000137558,PI15,chr8,+,75736772,75767264,6732,0.006180802,0,0,0,0,0.014952137,protein_coding,peptidase_inhibitor_15
ENSG00000205879,FAM90A2P,chr8,-,12029711,12036084,2423,0,0,0,0.015382039,0,0.020771313,pseudogene,family_with_sequence_similarity_90_member_A2_pseudogene
ENSG00000249316,CTC-493P15.2,chr8,-,11138873,11140010,564,0,0,0,0,0,0,pseudogene,-
ENSG00000251279,CTC-436P18.1,chr5,+,60457897,60527867,796,0.104545631,0.159275536,0.076649468,0.046822462,0,0.063227251,antisense,-
ENSG00000227949,CYCSP46,chrY,-,17053427,17053630,204,0,0,0,0,0,0,pseudogene,cytochrome_c_somatic_pseudogene_46
ENSG00000241203,HMGN2P26,chr3,+,167676532,167676870,339,0,0,0,0,0,0,pseudogene,high_mobility_group_nucleosomal_binding_domain_2_pseudogene_26
ENSG00000185811,IKZF1,chr7,+,50343720,50472799,6189,0,0,0,0,0,0,protein_coding,IKAROS_family_zinc_finger_1_(Ikaros)
ENSG00000254157,IGKV2-18,chr2,-,89428207,89428966,343,0,0,0,0,0,0,IG_V_pseudogene,immunoglobulin_kappa_variable_2-18_(pseudogene)
ENSG00000251224,CNOT10-AS1,chr3,-,32772127,32778946,466,0,0.272067224,0,0,0,0,antisense,CNOT10_antisense_RNA_1
ENSG00000249310,APOBEC3B-AS1,chr22,-,39387564,39394214,691,0,0,0,0,0,0,antisense,APOBEC3B_antisense_RNA_1
ENSG00000226709,FGF12-AS3,chr3,+,192234620,192239187,291,0,0,0,0,0,0,antisense,FGF12_antisense_RNA_3
ENSG00000179933,C14orf119,chr14,+,23563974,23569665,3654,10.49908224,10.44383723,10.93691834,11.19956395,10.72475648,11.28061367,protein_coding,chromosome_14_open_reading_frame_119
ENSG00000127412,TRPV5,chr7,-,142605267,142630905,2952,0,0,0.020668352,0,0,0,protein_coding,transient_receptor_potential_cation_channel_subfamily_V_member_5
ENSG00000080839,RBL1,chr20,-,35624752,35724398,5684,4.209230756,4.739876293,5.109461085,1.285195863,1.490508822,1.204209937,protein_coding,retinoblastoma-like_1_(p107)
ENSG00000125812,GZF1,chr20,+,23342787,23353700,4835,6.901871185,6.319499824,6.39784469,6.25931586,5.987492069,5.829199459,protein_coding,GDNF-inducible_zinc_finger_protein_1
ENSG00000125816,NKX2-4,chr20,-,21376005,21378666,2238,0,0,0,0,0,0,protein_coding,NK2_homeobox_4
ENSG00000254635,WAC-AS1,chr10,-,28811581,28821672,2608,11.56696387,10.98659193,11.25277672,7.03112522,7.297547315,8.143708712,antisense,WAC_antisense_RNA_1_(head_to_head)
ENSG00000004848,ARX,chrX,-,25021811,25034065,2876,0,0.066124823,0.021214526,0.064796036,0.027922049,0.069998459,protein_coding,aristaless_related_homeobox
ENSG00000186787,SPIN2B,chrX,-,57144984,57147980,1258,6.449750723,7.609015214,6.498997495,6.280909512,6.76645791,6.921222793,protein_coding,spindlin_family_member_2B
ENSG00000160392,C19orf47,chr19,-,40825443,40854434,3628,4.059989807,4.717681658,4.036139569,2.61963159,2.777874416,2.122469801,protein_coding,chromosome_19_open_reading_frame_47
ENSG00000204869,IGFL4,chr19,-,46543006,46580376,2719,0.137728006,0.30308629,0.246834403,0.15078245,0.147671592,0.166590668,protein_coding,IGF-like_family_member_4
ENSG00000167550,RHEBL1,chr12,-,49458468,49463808,1261,3.101713831,4.37357232,3.290152578,0.768467629,1.018922275,1.077620997,protein_coding,Ras_homolog_enriched_in_brain_like_1
ENSG00000230795,HLA-K,chr6,+,29894236,29897009,1037,1.364234789,1.222597168,1.470901072,3.378441584,2.323157526,5.144515455,pseudogene,major_histocompatibility_complex_class_I_K_(pseudogene)
ENSG00000230426,ERVMER61-1,chr1,+,187610358,187612992,2393,3.460185146,3.973568523,3.951947913,1.884560085,2.147699104,1.955949408,lincRNA,endogenous_retrovirus_group_MER61_member_1
ENSG00000271499,CTC-559E9.9,chr19,+,19861427,19863353,1927,0.021592715,0,0,0.019341297,0.020836485,0,pseudogene,-
ENSG00000248371,CTC-347C20.2,chr5,-,71869947,71956496,594,0,0,0,0.062745253,0,0,lincRNA,-
ENSG00000249021,CTC-505O3.3,chr5,-,115027159,115027864,706,0,0,0,0,0,0,lincRNA,-
ENSG00000249020,SNORA58,chr3,-,131197941,131198077,137,1.214866017,0.92542574,1.781400773,0.272048759,0.293079605,0,sense_intronic,-
ENSG00000268678,CTC-444N24.13,chr19,-,57862216,57863380,1045,0,0,0,0,0,0,antisense,-
ENSG00000271231,KRT18P9,chr6,+,34157557,34158856,1300,0,0,0,0,0,0,pseudogene,keratin_18_pseudogene_9
ENSG00000223705,NSUN5P1,chr7,+,75039605,75046066,4792,2.700427607,2.778015289,2.482790153,2.574414668,1.960673201,3.591920071,pseudogene,NOP2/Sun_domain_family_member_5_pseudogene_1
ENSG00000130733,YIPF2,chr19,-,11033444,11039357,1550,31.70349628,29.3646543,28.1446956,39.26646483,40.66999501,41.85415579,protein_coding,Yip1_domain_family_member_2
ENSG00000170820,FSHR,chr2,-,49189296,49381676,2784,0.104620735,0.045539988,0.131493484,0.013387457,0.05768952,0,protein_coding,follicle_stimulating_hormone_receptor
ENSG00000089692,LAG3,chr12,+,6881678,6887621,2587,0.289510978,0.269543214,0.188675613,0.086441469,0.124165152,0.194545388,protein_coding,lymphocyte-activation_gene_3
ENSG00000235686,PPIAP20,chr19,+,12618943,12619077,135,0,0,0,0.276079111,0,0,pseudogene,peptidylprolyl_isomerase_A_(cyclophilin_A)_pseudogene_20
ENSG00000170827,CELP,chr9,+,135957926,135962742,1249,0.06662796,0,0.146548382,0,0,0,pseudogene,carboxyl_ester_lipase_pseudogene
ENSG00000175105,ZNF654,chr3,+,88188254,88193815,4966,4.139131206,3.714654447,3.685842317,4.600669927,5.449533745,4.560612423,protein_coding,zinc_finger_protein_654
ENSG00000162877,PM20D1,chr1,-,205797150,205819260,2152,0.038670224,0,0.05670351,0,0.018657949,0,protein_coding,peptidase_M20_domain_containing_1
ENSG00000267337,CTC-782O7.1,chr18,-,41903401,42111662,2068,0,0,0,0,0,0,lincRNA,-
ENSG00000068796,KIF2A,chr5,+,61601989,61833076,3360,20.47022121,21.11168782,21.59060388,17.09348748,17.74570841,17.67502746,protein_coding,kinesin_heavy_chain_member_2A
ENSG00000259849,VENTXP1,chrX,+,26576454,26579169,2716,0,0,0,0,0,0,lincRNA,VENT_homeobox_pseudogene_1
ENSG00000102786,INTS6,chr13,-,51928213,52028400,3767,10.38296029,9.188173106,8.487071855,9.537811401,9.507698451,10.10051557,protein_coding,integrator_complex_subunit_6
ENSG00000226147,TUBBP10,chr1,+,53460398,53461698,1301,0,0,0,0,0,0,pseudogene,tubulin_beta_class_I_pseudogene_10
ENSG00000105784,RUNDC3B,chr7,+,87256864,87461611,4099,3.167128142,2.891983658,2.679271961,2.636861968,2.879887859,3.020470206,protein_coding,RUN_domain_containing_3B
ENSG00000101204,CHRNA4,chr20,-,61975420,62009753,5201,0.008000223,0.012188361,0,0.00716606,0.023160107,0,protein_coding,cholinergic_receptor_nicotinic_alpha_4_(neuronal)
ENSG00000261996,CTC-281F24.1,chr17,-,6556783,6558328,879,0.04733693,0.144235866,0,0.042401229,0.228395369,0.286284936,antisense,-
ENSG00000185499,MUC1,chr1,-,155158300,155162707,1811,0.022975793,0.105011038,0.067380427,0.102900828,0.110855621,0.083371991,protein_coding,mucin_1_cell_surface_associated
ENSG00000250133,HOXC-AS2,chr12,-,54387594,54390569,2090,0.059726069,0.060661879,0.029192812,0.035665723,0.057634315,0.048161619,antisense,HOXC_cluster_antisense_RNA_2
ENSG00000269858,EGLN2,chr19,+,41304901,41314338,3894,0.694554563,0.78140725,0.564064498,0.564707273,0.329959165,0.51698913,protein_coding,egl_nine_homolog_2_(C._elegans)
ENSG00000167394,ZNF668,chr16,-,31072164,31085641,2865,4.124607939,4.181858408,3.875867965,3.36932151,3.447598203,3.109324203,protein_coding,zinc_finger_protein_668
ENSG00000205936,PPP1R12BP2,chrY,+,25525631,25538844,639,0,0,0,0,0,0,pseudogene,protein_phosphatase_1_regulatory_subunit_12B_Y-linked_pseudogene_2
ENSG00000124564,SLC17A3,chr6,-,25833294,25882514,2052,0,0,0,0,0,0,protein_coding,solute_carrier_family_17_(sodium_phosphate)_member_3
ENSG00000225352,RPL31P53,chr13,-,57965305,57965652,348,0,0,0,0,0,0,pseudogene,ribosomal_protein_L31_pseudogene_53
ENSG00000270293,CTC-360J11.5,chr19,+,57661881,57662346,466,0,0,0,0,0,0,pseudogene,-
ENSG00000170775,GPR37,chr7,-,124386051,124405681,3021,0,0,0,0,0,0,protein_coding,G_protein-coupled_receptor_37_(endothelin_receptor_type_B-like)
ENSG00000175183,CSRP2,chr12,-,77252495,77272840,5078,4.777105338,4.668862156,4.661881622,1.365172604,1.304660196,1.357829494,protein_coding,cysteine_and_glycine-rich_protein_2
ENSG00000099139,PCSK5,chr9,+,78505560,78977255,9538,0.964104068,1.103272813,0.97231835,1.410643268,1.51969365,1.36138122,protein_coding,proprotein_convertase_subtilisin/kexin_type_5
ENSG00000231636,AGBL5-AS1,chr2,-,27272551,27273132,407,0.920104299,0.155753472,0.299818066,0.641019067,0.69057332,0.494632843,antisense,AGBL5_antisense_RNA_1
ENSG00000145247,OCIAD2,chr4,-,48887036,48908954,1886,74.96708872,74.24824175,72.3679896,114.6577336,112.2592788,112.8797519,protein_coding,OCIA_domain_containing_2
ENSG00000145241,CENPC1,chr4,-,68337521,68411324,3885,3.887805784,3.867136209,3.627798602,3.204223199,3.5036026,3.899355578,protein_coding,centromere_protein_C_1
ENSG00000242779,ZNF702P,chr19,-,53471504,53541151,2990,0,0,0,0,0,0,pseudogene,zinc_finger_protein_702_pseudogene
ENSG00000237674,GSTA7P,chr6,-,52604388,52609454,448,0,0,0,0,0,0,pseudogene,glutathione_S-transferase_alpha_7_pseudogene
ENSG00000115946,PNO1,chr2,+,68384976,68403370,2286,14.28836021,15.27944287,15.88045538,8.934528721,9.976501554,8.564277731,protein_coding,partner_of_NOB1_homolog_(S._cerevisiae)
ENSG00000115947,ORC4,chr2,-,148691732,148779147,3091,16.85366214,17.6988047,18.02162651,16.33832787,16.19845573,17.04767055,protein_coding,origin_recognition_complex_subunit_4
ENSG00000084733,RAB10,chr2,+,26256976,26360323,3535,84.13643093,87.90549728,88.45587114,99.2549312,101.4531325,103.1208382,protein_coding,RAB10_member_RAS_oncogene_family
ENSG00000249722,CTC-430J12.2,chr5,+,173756615,173757506,558,0,0,0,0,0,0,lincRNA,-
ENSG00000214285,NPS,chr10,+,129347613,129350935,322,0,0,0,0,0,0,protein_coding,neuropeptide_S
ENSG00000133193,FAM104A,chr17,-,71203492,71232892,2865,7.348773299,7.368036243,7.134152573,6.50448168,6.558845362,6.640251687,protein_coding,family_with_sequence_similarity_104_member_A
ENSG00000267904,CTC-429P9.5,chr19,-,16750778,16751479,546,1.981388622,3.250854522,2.346652942,3.140020662,2.867993279,3.134033553,sense_intronic,-
ENSG00000172840,PDP2,chr16,+,66912492,66929657,4002,6.94525727,6.035038398,6.494634678,5.913763573,5.588358718,5.634018868,protein_coding,pyruvate_dehyrogenase_phosphatase_catalytic_subunit_2
ENSG00000223572,CKMT1A,chr15,+,43985084,43991420,1911,4.877264302,5.572893466,5.012578392,18.60608516,18.00637538,17.59272616,protein_coding,creatine_kinase_mitochondrial_1A
ENSG00000223575,RBMX2P3,chr1,-,119627621,119628577,957,0,0,0,0,0,0,pseudogene,RNA_binding_motif_protein_X-linked_2_pseudogene_3
ENSG00000236691,NDUFA4P2,chr3,+,102959831,102960074,244,0,0,0,0,0,0,pseudogene,NADH_dehydrogenase_(ubiquinone)_1_alpha_subcomplex_4_9kDa_pseudogene_2
ENSG00000262141,CTC-479C5.11,chr16,-,67889858,67890014,157,0.265026504,0,0,0,0,0,pseudogene,-
ENSG00000166359,WDR88,chr19,+,33622996,33666701,1835,0.861661101,0.863646637,0.930988197,0.52808593,0.568909838,0.740534102,protein_coding,WD_repeat_domain_88
ENSG00000229132,EIF4A1P10,chrX,-,91368245,91369460,1216,0.958105683,0.834100831,1.354728919,0.429103224,0.59435387,0.496666695,pseudogene,eukaryotic_translation_initiation_factor_4A1_pseudogene_10
ENSG00000163659,TIPARP,chr3,+,156391024,156424559,4181,15.05732138,13.05434633,13.5714107,16.32207968,16.95964263,17.47848621,protein_coding,TCDD-inducible_poly(ADP-ribose)_polymerase
ENSG00000065029,ZNF76,chr6,+,35226686,35263762,4651,10.29717145,10.49485716,9.773095567,8.309975315,8.365340103,8.159102212,protein_coding,zinc_finger_protein_76
ENSG00000188641,DPYD,chr1,-,97543299,98386605,4412,0,0,0,0,0,0,protein_coding,dihydropyrimidine_dehydrogenase
ENSG00000153086,ACMSD,chr2,+,135596117,135659604,1936,0,0.098230883,0,0,0,0.051992657,protein_coding,aminocarboxymuconate_semialdehyde_decarboxylase
ENSG00000164867,NOS3,chr7,+,150688083,150711676,4388,7.045489215,7.309977567,6.326550661,9.589470773,9.443201206,9.141323321,protein_coding,nitric_oxide_synthase_3_(endothelial_cell)
ENSG00000186020,ZNF529,chr19,-,37025676,37096178,5238,1.247162713,1.270737807,1.351184664,1.323472028,1.226480516,1.258702715,protein_coding,zinc_finger_protein_529
